# Output of restore_tide_db.
# This file was converted from harmonics-dwf-20071228-free.tcd
# at 2007-12-28 18:19 EST
#
# ** The following boilerplate text is a placeholder only.  Please       **
# ** replace it with the boilerplate and changelog available separately. **
#
# Definitions and constants for XTide
#
# NOTE:  This file should not be used as-is to provide a constituent
# set to harmgen because it may contain multiple constituents with the
# same frequency.  A better constituent set is included in the harmgen
# distribution (see the README).
#
#
# ********* NOT FOR NAVIGATION ********
#
# *** DO NOT RELY ON THIS DATA FILE FOR DECISIONS THAT CAN RESULT IN ***
# ***                   HARM TO ANYONE OR ANYTHING.                  ***
#
# This data file is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
#
# Highly trustworthy tide predictions cannot be achieved on a zero
# budget.  If you need guaranteed results, don't use this data!
# Contact the tide authority for your region (NOAA in the U.S.).
#
# WHOSOEVER CHOOSES TO REDISTRIBUTE THIS DATA ASSUMES ALL LIABILITY
# ASSOCIATED THEREWITH.  NEITHER DAVID FLATER NOR ANYONE ELSE INVOLVED
# SHALL BE LIABLE PERSONALLY OR OTHERWISE FOR ANY LOSSES THAT THE
# REDISTRIBUTOR MIGHT SUFFER AS A CONSEQUENCE OF ANY CLAIMS, BOGUS OR
# OTHERWISE, THAT ARE MADE TO THIS DATA.
#
#
# ------------- Begin congen output -------------
#
# Number of constituents
175
#
# Constituent speeds
# Format:  identifier [whitespace] speed [CR]
# Speed is in degrees per solar hour.
# Identifier is just a name for the constituent.  They are for
# readability only; XTide assumes that the constituents will be listed
# in the same order throughout this file.
 60.07 108.70 219.80 330.73  81.60 129.65 240.58 351.69 103.14 152.37
265.35  19.58 135.22 189.16 306.21  62.58 177.67 228.55 341.11  92.88
204.16 252.37   3.26 114.12 225.01 273.18  24.39 136.03 248.40 299.02
 53.80 169.93 286.92 341.00  96.92 211.45 324.66  14.06 125.61 236.77
347.73  98.61 209.47 320.38  71.44 119.97 231.85 344.59  98.51 151.03
267.58  24.64 141.25 193.84 307.84  60.63 172.55 221.10 332.17  83.09
193.95 242.00 352.96 104.10 215.63 264.98  18.14 132.59 248.45 302.50
 59.50 175.70 290.55 341.23  93.64 205.32 316.55   4.72 115.61 226.47
337.36  25.56 136.82 248.56   1.07  51.89 166.89 283.21  40.25  94.23
209.94 324.24  77.28 126.55 238.02 349.14 100.08 148.13 258.99   9.92
121.01 169.61 281.61  34.51 148.66 201.39 318.09  75.15 191.59 243.96
357.74 110.37 222.18 270.67  21.70 132.60 243.46 291.53  42.50 153.69
265.30 314.79  68.14 182.82 298.88 353.02 109.95 225.95 340.58  31.06
143.33 254.91   6.09  54.24 165.12 275.98  26.89  75.11 186.44 298.28
 50.94 164.78 280.01  36.49 153.56 207.41 322.90  76.99 189.85 239.01
350.41 101.49 212.41 260.45  11.32 122.27 233.40 282.07  34.19 147.27
261.63 314.58  71.40 188.42 304.70 356.83 110.41 222.88 334.60  23.03
134.04 244.93 355.78  43.86 154.86 266.10  17.79  67.43 180.97 295.88
 52.13 106.33 223.17 338.96  93.37 143.66 255.80   7.30 118.44 166.57
277.44  28.30 139.22 187.48 298.87  50.81 163.64 214.88 330.34  86.97
204.05 257.75  13.01 126.89 239.58 288.62  39.95 151.00 261.90 309.95
 60.82 171.79 282.96 331.72  83.96 197.23 311.82   4.98 121.90 238.86
354.94  46.85 160.23 272.55  24.17  72.56 183.54 294.42  45.27  93.36
204.39 315.69  67.48 117.26 231.02 346.15 102.57 156.82 273.53  29.12
143.29 193.41 305.42  56.85 167.94 216.06 326.92  77.79 188.72 237.02
348.48 100.55 213.55 265.01  20.69 137.45 254.50 308.03  63.07 176.73
289.27 338.20  89.48 200.49 311.39 359.43 110.31 221.30 332.52  21.36
133.75 247.21   2.03  55.39 172.38 289.26  45.14  96.82 210.00 322.19
 73.73 122.06 233.02 343.89  94.75 142.85 253.91   5.27 117.17 167.12
281.08  36.45 153.03 207.29 323.86  79.22 193.18 243.12 355.02 106.38
217.43 265.53  16.39 127.27 238.22 286.56  38.10 150.29 263.48 315.16
 71.05 187.93 304.92 358.27 113.08 226.54 338.92  27.76 138.98 249.97
  0.85  48.89 159.79 270.80  22.08  71.02 183.55 297.22  52.27 105.81
222.85 339.61  95.28 146.74 259.74  11.80 123.26 171.55 282.49  33.35
144.22
2MLS4
 75.86 101.08 114.44 147.07 194.86 177.01 176.70 207.16 263.21 252.35
252.27 278.53 329.66 313.15 329.62 347.33  23.41   1.92  34.21  53.32
 72.47  49.62  95.56 128.57 128.69 108.43 164.57 207.06 199.82 178.44
231.93 271.72 279.54 245.24 285.86 323.61 350.04 306.70 332.83  12.31
 54.83  17.08  25.14  70.34 125.21  96.65  92.19 139.48 193.89 166.67
170.19 205.20 248.67 223.60 243.55 262.79 294.75 274.57 311.85 325.81
344.61 332.45  24.40  41.34  48.64  41.09  94.91 116.90 123.76 106.46
151.15 181.18 196.37 161.41 197.35 235.93 266.37 217.54 245.79 294.41
341.46 285.05 307.61   2.91  54.50   2.50  20.27  68.53 112.87  75.38
 90.34 122.12 160.17 135.66 158.78 173.34 208.04 195.76 235.25 233.44
268.22 324.60  11.58   8.11  39.21  30.91  73.03  86.75 106.81  84.13
122.52 153.34 171.20 132.25 170.69 216.10 245.57 187.22 229.75 285.78
324.69 257.34 299.55 353.17  30.59 336.70   5.44  46.79  83.80  48.32
 65.27  93.25 133.31 114.63 133.50 144.92 191.78 185.98 212.30 211.37
260.88 254.87 284.07 288.40 325.94 309.52 343.11   1.52  22.18 355.42
 35.30  70.86  82.79  45.02  93.81 144.57 155.86 108.79 162.58 215.54
232.65 183.01 227.52 271.87 299.75 254.48 281.50 318.19 356.24 324.42
335.77   6.66  55.63  40.55  40.71  68.45 124.43 114.34 117.79 140.49
189.80 173.10 193.00 209.26 242.69 220.86 255.33 276.51 292.64 269.03
316.63 353.08 351.00 329.40  25.95  70.21  64.41  39.96  92.15 132.52
143.75 166.45 204.96 243.02 272.23 229.13 252.33 291.75 336.47 302.08
306.33 351.12  46.91  21.51  15.59  60.76 114.36  88.92  94.27 125.82
167.74 143.72 166.53 184.07 213.81 194.18 234.24 249.92 265.00 253.14
306.60 327.35 330.99 322.25  15.77  40.95  47.00  26.72  70.38 102.37
119.48  81.71 116.20 155.93 189.56 140.03 165.68 215.14 264.45 210.43
229.27 284.06 335.95 288.04 302.67 348.64  32.47 357.96  12.88  41.74
 79.04  56.30  82.35  94.36 127.64 116.68 159.27 157.03 189.46 185.83
233.88 233.44 260.96 250.98 293.19 310.45 328.43 303.27 341.56  14.78
 34.21 352.15  30.11  77.36 110.37  49.11  90.67 147.23 188.33 121.49
160.92 213.38 251.75 200.86 226.33 265.77 303.32 270.70 287.24 312.51
352.78 336.49 358.25   5.77  52.54  47.79  77.52  74.32 122.05 115.35
146.75 152.07 186.32 168.52 203.45 224.50 243.02 214.32 254.99 293.49
306.29 265.21 314.52   6.96  21.70 330.85  23.67  76.46  97.12  45.83
 87.61 131.09 161.25 117.34 141.45 176.97 216.38 187.76 197.63 226.43
276.42 263.81 265.37 289.92 345.56 335.95 343.30   2.56  49.78  32.77
 55.88  71.41 102.05  79.72 116.18 139.98 153.19 128.57 177.66 217.40
213.89 190.50 247.21 292.88 289.40 261.50 312.18 352.94   7.63 327.69
  3.94  42.11  73.90  31.77  51.91  91.17 137.89 106.94 107.76 151.98
208.41 185.55 179.22 221.97 274.54 250.41 258.17 286.41 326.61 303.39
329.05 345.58  12.86 353.69  36.31  54.28  65.57  53.88 108.53 132.80
133.54
ML4
330.62 255.70 168.76 100.87  47.92 313.46 211.95 141.04  95.64   7.68
266.21 191.21 141.29  48.33 324.22 241.57 177.47  80.28  12.52 291.55
210.50 111.65  57.00 349.17 248.21 151.06 105.79  46.81 298.11 199.76
152.06  90.89 357.98 247.56 187.90 125.51  51.89 292.89 218.89 158.11
100.17 346.11 253.23 197.28 150.82  45.20 299.26 245.12 198.23  94.29
356.94 291.31 234.37 133.47  53.32 332.52 264.41 168.44 105.39  18.80
296.82 208.01 158.73  74.29 340.12 255.49 207.92 128.68  34.52 300.82
244.97 174.67  89.70 339.05 274.95 213.43 143.65  18.79 306.40 254.14
200.08  66.76 347.89 301.72 251.86 122.91  39.53 346.86 290.51 176.94
 91.64  23.31 321.31 221.12 144.10  58.37 352.58 263.95 202.47  99.47
 32.90 347.82 293.33 188.45 118.28  33.29 334.57 247.70 167.38  68.88
  7.19 297.97 215.75 101.00  39.06 343.90 272.54 137.51  78.79  33.42
330.85 186.41 127.27  79.69  16.12 245.88 174.11 115.16  52.02 300.86
217.77 145.64  85.45 350.71 268.89 179.40 125.12  42.38 327.26 224.85
172.93  89.99  18.08 281.51 218.41 125.94  59.30 337.60 258.22 155.78
 95.50  30.74 302.14 187.99 135.77  85.31 355.22 231.07 183.38 134.95
 50.83 284.53 228.25 172.03  99.58 338.51 265.45 202.11 140.07  32.42
303.36 233.63 181.74  89.95 348.82 275.14 229.65 142.49  44.60 326.13
274.49 181.47 100.90  16.89 310.20 212.70 147.11  68.17 344.02 244.31
191.19 126.69  23.43 284.86 239.97 182.75  75.54 334.18 285.29 224.81
135.42  57.74 356.04 294.01 223.18 104.39  27.41 326.48 270.63 159.81
 63.02   6.56 320.96 218.47 111.08  54.88   7.27 265.22 169.81 100.84
 42.44 302.65 225.39 142.90  72.52 337.04 276.67 191.69 105.87  17.26
329.41 248.73 150.89  65.09  17.29 301.34 206.48 109.92  53.14 344.89
261.89 148.45  82.89  22.47 315.79 190.12 115.02  63.49  11.59 240.59
157.97 111.29  61.78 297.00 210.57 155.73  98.99 348.51 263.24 192.02
129.28  30.84 316.68 228.31 160.98  73.56  15.07 271.56 202.57 121.85
 68.44 326.66 252.99 166.44 107.92  24.70 302.40 201.49 139.72  72.89
352.21 234.26 171.75 118.30  50.38 272.33 212.55 167.67 107.29 323.41
261.55 212.91 150.41  23.27 308.34 247.57 185.03  76.75 353.22 278.32
218.24 125.78  46.76 313.24 258.77 177.02 105.28   0.61 306.96 223.42
153.81  58.36 352.07 258.33 193.09 114.08  32.56 288.14 228.58 166.66
 78.82 321.23 269.43 220.57 133.89   5.93 317.31 268.77 188.29  60.45
  1.56 304.59 234.50 114.84  38.91 334.37 273.65 169.11  78.48   6.54
315.55 226.14 126.34  49.43   3.59 276.96 183.05 101.24  47.63 314.42
237.15 152.49  83.05 345.06 281.44 205.04 117.88  17.05 325.31 263.99
159.22  58.80  14.04 318.26 213.41 108.70  58.41 358.43 272.62 156.77
 92.88  30.99 322.73 204.87 124.76  63.56   9.60 262.11 161.78 104.67
 59.67 319.70 211.94 153.40 104.85   4.22 271.34 199.16 139.14  40.20
325.81 242.28 169.40  74.28  16.37 293.55 203.83 115.31  68.58 351.37
250.65
N4
348.26  11.11  34.28  57.85  81.90  31.54  56.49  81.78 107.25  57.86
 83.22 108.29 132.96  82.27 105.99 129.27 152.20 100.02 122.66 145.38
168.34 116.75 140.51 164.75 189.45 139.66 165.03 190.54 216.00 166.38
191.30 215.79 239.80 188.45 211.58 234.41 257.08 204.84 227.64 250.72
274.19 223.24 247.66 272.53 297.75 248.30 273.81 299.22 324.37 274.24
298.55 322.37 345.74 293.85 316.60 339.24   1.93 309.93 333.15 356.80
 20.93 330.64 355.66  20.98  46.47 357.07  22.39  47.41  72.00  21.23
 44.87  68.09  90.97  38.77  61.41  84.16 107.17  55.65  79.48 103.80
128.57  78.83 104.24 129.75 155.19 105.52 130.38 154.79 178.72 127.30
150.38 173.17 195.82 143.59 166.43 189.57 213.11 162.24 186.73 211.66
236.93 262.40 287.90 313.28 338.37 288.17 312.40 336.15 359.46 307.52
330.24 352.88  15.59 323.63 346.92  10.64  34.84 344.62   9.70  35.06
 60.56  11.14  36.42  61.38  85.90  35.05  58.62  81.77 104.62  52.39
 75.04  97.83 120.88  69.44  93.34 117.73 142.57  92.88 118.32 143.83
169.24 119.52 144.31 168.65 192.51 141.01 164.04 186.80 209.44 157.23
180.10 203.30 226.92 176.12 200.69 225.68 250.99 201.58 227.07 252.41
277.45 227.18 251.33 275.00 298.25 246.26 268.95 291.60 314.33 262.42
285.77 309.57 333.85 283.70 308.83 334.23 359.74 310.30 335.53   0.42
 24.87 333.94 357.43  20.53  43.34 351.10  13.76  36.58  59.69   8.31
 32.30  56.76  81.67  32.03  57.48  82.99 108.38  58.60  83.32 107.58
131.36 154.70 177.67 200.40 223.04 170.85 193.76 217.02 240.71 189.99
214.63 239.68 265.03 215.63 241.11 266.41 291.39 241.05 265.12 288.72
311.90 259.87 282.55 305.19 327.96 276.10 299.52 323.39 347.75 297.66
322.84 348.27  13.78 324.32 349.50  14.32  38.69 347.69  11.12  34.16
 56.93   4.68  27.36  50.21  73.38  22.08  46.14  70.68  95.64  46.04
 71.52  97.02 122.37  72.54  97.19 121.37 145.08  93.45 116.38 139.08
161.72 109.55 132.52 155.84 179.60 128.96 153.67 178.78 204.16 154.77
180.23 205.49 230.40 179.98 203.98 227.51 250.63 198.56 221.22 243.87
266.67 214.87 238.35 262.30 286.74 236.72 261.95 287.40 312.91 263.41
288.55 313.30 337.60 286.51 309.87 332.86 355.60 303.35 326.04 348.94
 12.17 320.94 345.08   9.69  34.71 345.15  10.65  36.13  61.45  11.55
 36.13  60.24  83.87  32.18  55.06  77.74 100.38  48.24  71.26  94.64
118.49  67.92  92.70 117.86 143.27  93.89 119.33 144.53 169.38 118.89
142.81 166.26 189.33 137.22 159.87 182.54 205.37 153.62 177.18 201.21
225.72 175.77 201.04 226.51 252.01 202.49 227.57 252.25 276.46 225.30
248.59 271.54 294.25 241.99 264.71 287.65 310.95 259.79 284.01 308.69
333.77 284.25 309.75 335.22   0.49 310.54 335.04 359.07  22.62 330.87
353.71  16.38  39.02 346.92   9.98  33.44  57.36   6.87  31.72  56.93
 82.37  32.98  58.39  83.55 108.33  57.76  81.60 104.98 127.99  75.85
 98.50 121.18 144.06  92.37 116.00 140.11 164.69 114.80 140.11 165.60
191.09
SL4
225.39  50.32 223.07  54.68 260.98  89.92 247.21  74.93 288.07 123.02
280.14 103.89 312.91 143.52 318.83 135.81 331.52 158.63 350.84 169.78
348.53 173.69  18.43 209.76   7.73 193.70  47.01 246.55  36.40 221.08
 72.20 270.05  76.42 249.89  89.94 287.42 113.74 279.07 104.95 303.91
145.51 315.14 121.33 324.23 176.43 353.74 146.33 350.76 202.58  21.91
183.69  17.42 220.08  43.33 223.09  42.24 234.07  62.31 258.93  71.80
249.03  83.58 293.07 107.24 271.60 109.88 320.94 140.47 305.29 135.19
338.79 168.16 343.02 156.70 352.55 190.93  20.92 180.03   7.00 213.87
 58.71 208.46  28.16 240.52  89.21 243.31  58.78 265.19 108.15 278.51
 92.94 284.49 122.44 306.58 129.42 303.40 137.12 332.14 169.68 325.50
157.57  11.04 215.07   8.79 197.35  35.66 236.11  48.64 227.94  53.63
251.86  82.60 260.30  69.74 267.44 111.69 299.51  87.81 287.82 141.05
337.01 115.49 314.99 166.21   1.66 155.05 342.78 183.53  20.24 193.41
 10.27 198.02  37.58 226.78  44.29 213.88  58.46 258.77  82.22 238.33
 84.98 285.11 112.08 274.62 110.87 302.36 135.49 313.69 134.26 316.14
155.70 350.62 161.49 330.95 177.72  26.05 194.58 353.34 204.19  54.37
229.00  26.05 228.97  72.20 259.40  62.54 249.41  86.02 283.89 100.41
270.96 100.60 307.85 139.35 296.93 121.83 334.86 170.64 331.41 151.78
359.19 189.85   8.81 184.52  17.70 204.54  38.90 219.82  35.39 219.58
 65.75 260.29  55.86 240.33  93.98 295.29  86.66 268.41 118.43 317.10
127.10 309.03 147.12 345.00 174.13 339.65 162.49   1.21 204.79  17.55
179.71  22.01 235.00  55.42 206.58  49.00 260.19  81.51 245.34  75.85
277.14 101.58 284.26 101.72 291.24 119.90 319.10 133.46 306.74 141.39
352.22 170.10 330.79 167.93  18.82 201.74   5.97 193.12  35.90 227.41
 44.31 215.20  49.58 249.00  82.02 240.22  64.36 271.84 118.74 270.75
 86.66 298.51 147.61 305.95 118.48 322.82 165.51 339.05 153.60 342.30
179.52   5.38 191.02   2.26 194.33  30.45 230.88  26.09 215.69  57.87
263.01  59.87 245.03  81.90 282.66  98.95 276.36  99.71 297.89 131.00
310.20 116.36 313.39 159.24 350.38 135.55 334.44 188.11  26.26 165.34
  2.18 212.44  49.08 205.69  30.36 229.37  66.73 242.79  59.19 244.12
 83.71 275.07  95.26 260.71 105.01 306.25 133.04 286.91 131.88 331.50
160.87 324.65 157.82 348.14 182.74   3.66 182.09   1.96 202.17  39.83
211.35  17.26 224.35  74.18 246.07  41.02 250.96 101.09 279.46  75.08
275.51 118.09 307.74 112.35 296.37 131.78 330.91 150.46 319.33 146.65
354.69 188.46 347.30 168.94  21.62 217.96  22.79 199.92  45.48 236.06
 58.43 233.57  64.06 250.40  86.70 270.11  82.58 265.54 112.97 310.58
104.55 287.10 140.87 343.63 137.42 315.90 164.64   3.92 177.61 345.85
181.81  19.87 211.56  17.97 197.60  35.96 241.31  57.28 215.80  57.37
270.92  93.86 244.67  84.82 295.17 118.03 284.51 111.91 311.66 137.00
322.58 138.98 325.93 154.87 356.42 172.83 342.10 176.73  28.62 209.95
  7.76
MNO5
 20.05 236.03  90.77 304.42 157.33 282.63 134.98 347.30 199.63 324.76
177.08  29.41 241.84   7.40 220.78  75.16 290.77  60.27 277.38 134.00
349.51 116.60 329.92 182.64  35.05 160.18  12.50 224.84  77.17 202.29
 54.64 267.16 120.12 246.65 101.49 317.56 174.52 304.35 160.59  15.61
229.48 355.33 207.90  60.26 272.58  37.71 250.05 102.37 314.69  79.89
292.54 145.75 359.88 128.01 344.49 201.59  58.40 186.99  41.54 255.05
107.87 233.13  85.47 297.78 150.12 275.25 127.57 339.91 192.37 318.00
171.52  26.09 241.90  11.52 228.61  85.08 300.39  67.30 280.50 133.15
345.54 110.66 322.99 175.32  27.65 152.77   5.14 217.71  70.76 197.45
 52.49 268.75 125.78 255.54 111.59 326.41 180.13 305.87 158.39  10.74
223.06  75.39 287.73 140.05 352.37 117.59 330.31 183.64  37.94 166.27
 22.91 240.02  96.70 225.10  79.46 292.83 145.58 270.81 123.14 335.46
187.79 312.92 165.24  17.58 230.09 355.81 209.47  64.23 280.23  49.95
267.00 123.31 338.42 105.16 318.25 170.84  23.21 148.33   0.65 212.99
 65.31 190.43  42.82 255.45 108.61 235.46  90.71 307.12 164.21 293.87
149.73   4.36 217.93 343.59 196.06  48.40 260.72  25.85 238.19  90.51
302.83  68.09 280.88 134.35 348.83 117.36 334.13 191.23  47.77 175.96
 30.14 243.39  96.06 221.27  73.59 285.91 138.25 263.38 115.69 328.05
180.60 306.42 160.24  15.19 231.37   1.18 218.17  74.30 289.20  55.78
268.77 121.31 333.66  98.78 311.11 163.44  15.76 140.89 353.30 205.99
 59.27 273.49 128.93 345.50 202.61 332.15 187.83  42.27 255.69  21.27
233.72  86.04 298.36  63.50 275.83 128.15 340.48 105.78 318.65 172.25
 26.93 155.65  12.53 229.60  85.98 213.98  67.98 281.12 133.73 258.91
111.23 323.55 175.89 301.01 153.33   5.71 218.31 344.23 198.21  53.36
269.71  39.58 256.48 112.43 327.14  93.57 306.46 158.95  11.29 136.41
348.74 201.08  53.39 178.52  30.96 243.72  97.13 224.34  79.98 296.69
153.80 283.21 138.68 352.93 206.23 331.74 184.15  36.47 248.79  13.93
226.26  78.57 290.92  56.26 269.23 122.98 337.85 106.76 323.73 180.74
 36.95 164.75  18.59 231.61  84.17 209.33  61.65 273.98 126.31 251.44
103.75 316.15 168.82 294.85 149.00   4.36 220.87 350.78 207.56  63.31
277.83  44.12 256.92 109.38 321.71  86.83 299.16 151.49   3.81 128.95
341.42 194.26  47.80 175.20  31.04 247.87 104.96 234.21  89.48 303.56
156.74 282.18 134.56 346.88 199.20 324.34 176.67  28.98 241.35   6.73
219.80  73.72 288.79  57.88 274.92 131.85 347.88 115.47 329.15 182.08
 34.59 159.74  12.06 224.39  76.72 201.84  54.16 266.59 119.32 245.47
 99.81 315.37 172.03 301.94 158.60  14.15 228.48 354.63 207.36  59.79
272.11  37.23 249.56 101.89 314.21  79.35 291.87 144.80 358.49 126.09
342.11 199.05  56.09 185.17  40.24 254.15 107.21 232.59  84.96 297.28
149.60 274.74 127.06 339.38 191.77 317.21 170.39  24.47 239.74   9.00
226.09  82.92 298.75  66.15 279.68 132.52 344.99 110.13 322.45 174.78
 27.11
2MO5
311.15 255.85 199.32 141.69  83.32 310.41 251.48 192.52 133.57   0.49
301.54 242.59 183.74  51.08 353.19 296.29 240.62 111.90  57.73   3.08
307.31 176.19 118.23  59.67   0.81 227.72 168.77 109.82  50.87 277.78
218.85 160.10 101.77 330.09 273.66 218.45 164.13  35.75 340.71 284.46
227.05  94.68  35.97 337.06 278.10 145.01  86.07  27.12 328.16 195.14
136.52  78.45  21.30 251.22 196.43 142.24  87.77 318.15 261.42 203.65
145.19  12.25 313.30 254.34 195.40  62.32   3.36 304.42 245.61 113.02
 55.27 358.56 303.08 174.50 120.31  65.50   9.53 238.23 180.15 121.52
 62.63 289.54 230.59 171.65 112.70 339.60 280.69 221.99 163.76  32.24
336.00 280.98 226.73  98.28  43.05 346.60 289.03 156.57  97.81  38.88
339.92 280.97 222.03 163.07 104.12 331.13 272.57 214.62 157.64  27.76
333.12 278.95 224.36  94.54  37.62 339.72 281.18 148.21  89.25  30.30
331.35 198.27 139.31  80.38  21.61 249.11 191.50 134.98  79.69 311.21
256.98 202.01 145.84  14.37 316.18 257.49 198.58  65.49   6.54 307.60
248.64 115.55  56.66 358.01 299.89 168.54 112.50  57.64   3.45 234.89
179.48 122.83  65.12 292.57 233.77 174.83 115.86 342.79 283.84 224.88
165.93  32.98 334.49 276.68 219.89  90.20  35.69 341.52 286.78 156.76
 99.66  41.63 343.03 210.02 151.06  92.11  33.16 260.08 201.12 142.20
 83.47 311.07 253.62 197.29 142.20  13.80 319.50 264.35 207.98  76.35
 18.06 319.32 260.39 127.30  68.35   9.41 310.45 177.36 118.49  59.91
  1.91 304.85 249.02 194.31 140.14  11.47 315.87 259.03 201.18  68.55
  9.71 310.76 251.80 118.73  59.78   0.82 301.88 168.96 110.56  52.88
356.28 226.79 172.39 118.18  63.28 293.07 235.80 177.65 118.99 345.96
287.00 228.04 169.10  36.02 337.05 278.15 219.48  87.18  29.89 333.76
278.84 150.50  96.11  40.78 344.21 212.43 154.04  95.26  36.32 263.23
204.28 145.34  86.38 313.30 254.46 195.94 138.07   7.07 311.43 256.87
202.70  73.89  18.09 321.06 263.08 130.38  71.51  12.56 313.60 180.52
121.58  62.61   3.69 230.81 172.50 114.97  58.57 289.27 234.96 180.69
125.63 355.21 297.77 239.52 180.80  47.75 348.79 289.84 230.89  97.81
 38.85 339.97 281.35 149.17  92.05  36.13 341.37 213.06 158.56 103.04
 46.28 274.35 215.88 157.06  98.11 325.02 266.08 207.13 148.17  15.09
316.29 257.85 200.12  69.31  13.87 319.42 265.23 136.27  80.27  23.07
324.96 192.19 133.30  74.34  15.39 242.31 183.36 124.40  65.49 292.66
234.45 177.09 120.88 351.76 297.52 243.18 187.93  57.31 359.71 301.36
242.60 109.53  50.57 351.62 292.68 159.59 100.64  41.78 343.24 211.18
154.24  98.52  43.90 275.61 220.98 165.26 108.31 336.25 277.70 218.85
159.89  26.80 327.86 268.91 209.95  76.88  18.12 319.77 262.18 131.57
 76.32  21.98 327.74 198.61 142.40  85.03  26.82 253.99 195.08 136.12
 77.17 304.09 245.14 186.18 127.29 354.52 296.42 239.22 183.22  54.27
  0.08 305.63 250.18 119.37  61.63   3.19 304.38 171.31 112.35  53.40
354.46
MSK5
111.94 209.14 307.51  47.20 148.15 226.79 329.66  73.10 176.87 257.29
  0.86 103.94 206.25 284.16  24.25 123.03 220.55 293.77  30.06 126.73
224.35 299.83  40.02 141.42 243.80 323.53  67.14 170.95 274.70 354.72
 97.53 199.48 300.34  16.53 114.80 211.92 308.32  21.28 118.26 216.35
315.74  33.02 134.83 237.53 340.87  61.20 165.02 268.67  11.88  91.00
192.55 292.93  32.00 106.39 203.17 299.48  36.00 109.97 208.55 308.45
 49.59 128.38 231.36 334.88  78.67 159.06 262.58   5.55 107.71 185.44
285.32  23.88 121.23 194.35 290.66  27.45 125.25 200.95 301.35  42.92
145.44 225.27 328.92  72.74 176.46 256.40 359.09 100.88 201.54 277.51
 15.58 112.55 208.90 281.91  19.05 117.34 216.94 294.42  36.39 139.21
242.63 346.38  90.19 193.79 296.91  15.89 117.26 217.44 316.30  30.51
127.17 223.46 320.08  34.23 133.02 233.13 334.44  53.38 156.46 260.04
  3.85  84.22 187.66 290.52  32.54 110.08 209.75 308.11  45.29 118.33
214.67 311.59  49.59 125.50 226.10 327.83  70.48 150.40 254.10 357.92
101.59 181.45 284.01  25.63 126.10 201.86 299.73  36.56 132.88 205.97
303.26  41.76 141.57 219.24 321.35  64.29 167.78 248.17 351.96  95.50
198.52 277.36  18.55 118.52 217.17 291.19  27.75 124.05 220.79 295.12
 34.12 134.43 235.93 315.00  58.18 161.82 265.64 345.97  89.34 192.08
293.94  11.29 110.75 208.90 305.92  18.90 115.29 212.36 310.56  26.68
127.48 229.37 332.15  52.15 155.88 259.70   3.32  83.09 185.51 286.96
 27.22 126.17 223.85 320.56  56.86 130.04 227.51 326.21  66.23 144.08
246.34 349.38  92.94 173.35 277.12  20.59 123.50 202.19 303.20  42.96
141.40 215.26 311.73  48.06 144.92 219.44 318.65  59.16 160.83 240.03
343.30  86.98 190.81 271.11  14.39 117.01 218.70 295.86  35.11 133.06
229.94 302.87  39.33 136.56 234.96 311.29  52.27 154.33 257.22 337.29
 81.06 184.86 288.43   8.09 110.38 211.65 311.71  27.05 124.55 221.15
317.44  30.73 128.38 227.29 327.52  45.55 147.95 251.09 354.71  75.13
178.87 282.27  25.07 103.60 204.42 303.97  42.20 115.89 212.30 308.66
 45.67 120.39 219.82 320.53  62.36 141.69 245.04 348.77  92.59 172.84
276.03  18.52 120.04 196.99 296.03  33.79 130.54 203.44 299.98  37.38
135.99 212.54 313.71  55.91 158.91 239.05 342.84  86.62 190.13 269.69
 11.83 112.91 212.76 287.89  25.21 121.72 218.02 291.44  29.28 128.41
228.84 307.04  49.58 152.82 256.48 336.91  80.62 183.94 286.61   4.97
105.60 204.94 302.97  16.51 112.86 209.29 306.44  21.37 121.01 221.92
323.91  43.36 146.79 250.55 354.36  74.55 177.65 280.00  21.35  98.09
196.91 294.48  31.12 104.01 200.66 298.23  37.06 113.81 215.16 317.51
 60.61 140.81 244.62 348.38  91.81 171.26 273.24  14.14 113.78 188.70
285.85  22.28 118.62 192.17 290.21  29.55 130.18 208.55 311.23  54.55
158.26 238.69 342.35  85.58 188.12 266.32   6.75 105.87 203.70 277.11
 13.42 109.93 207.25 282.38  22.24 123.33 225.48 305.04  48.54 152.33
256.12
3KM5
125.35 216.65 311.16  49.22 150.57 233.27 339.47  87.09 195.48 282.53
 30.45 137.16 242.00 322.85  61.96 157.56 249.76 318.01  46.82 136.66
